dataset,mode,nb,nq,d,nlist,nprobe,divideIVF,orderOptimize,cut,block,worker,group,team,average_time_speedup,average_recall,average_query_time,average_original_time
HandOutlines,Baseline,500000,370,2712,707,700,232,1,1,0,0,4,4,1,454.7278137,2.70009040833e-05,2.480397029,11.279055354,35.61379119556447
HandOutlines,Baseline,500000,370,2712,707,707,232,1,1,0,0,4,4,1,93.3670883,2.70009040833e-05,11.04534391,10.312715995,0.0

HandOutlines,Dim     ,500000,370,2712,707,10,232,0,0,0,10,4,1,1,11.9434443,0.0014594793319702,0.793315122,0.094749153,16.34279585220454
HandOutlines,Dim     ,500000,370,2712,707,20,232,0,0,0,10,4,1,1,19.7041073,0.0,0.926352959,0.182529574,29.697007618663847
HandOutlines,Dim     ,500000,370,2712,707,30,232,0,0,0,10,4,1,1,63.9663963,0.0,1.028215075,0.657712135,43.44699464503606
HandOutlines,Dim     ,500000,370,2712,707,50,232,0,0,0,10,4,1,1,53.3713303,0.0,1.42701148,0.761614991,70.09749026005481
HandOutlines,Dim     ,500000,370,2712,707,100,232,0,0,0,10,4,1,1,55.0927544,0.0,1.832878336,1.00978318,122.09031149659968
HandOutlines,Dim     ,500000,370,2712,707,200,232,0,0,0,10,4,1,1,81.7533188,0.0,1.988340008,1.62553401,166.05676713905328
HandOutlines,Dim     ,500000,370,2712,707,300,232,0,0,0,10,4,1,1,126.1682358,0.0,1.903488541,2.401597914,182.32998125119963
HandOutlines,Dim     ,500000,370,2712,707,400,232,0,0,0,10,4,1,1,151.5898285,0.0,2.024255994,3.068566269,182.83956823655288
HandOutlines,Dim     ,500000,370,2712,707,500,232,0,0,0,10,4,1,1,190.4948425,0.0,1.879849513,3.581016389,167.7709868642907
HandOutlines,Dim     ,500000,370,2712,707,700,232,0,0,0,10,4,1,1,375.7582092,0.0,3.001678937,11.279055354,35.61379119556447
HandOutlines,Dim     ,500000,370,2712,707,707,232,0,0,0,10,4,1,1,185.8708038,0.0,5.548324884,10.312715995,0.0


dataset,mode,nb,nq,d,nlist,nprobe,divideIVF,orderOptimize,UnblockSend,cut,block,worker,group,team,average_time_speedup,average_recall,average_query_time,average_original_time,average_variance
StarLightCurves,Group   ,823600,1000,1024,907,10,7,1,1,1,4,4,2,2,86.2591782,0.0171800255775452,0.655527397,0.56545254,9.688899339261065
StarLightCurves,Group   ,823600,1000,1024,907,20,7,1,1,1,4,4,2,2,138.7543182,0.0015000104904175,0.75567872,1.04853681,16.68858904904265
StarLightCurves,Group   ,823600,1000,1024,907,30,7,1,1,1,4,4,2,2,174.0865021,0.0,0.867149255,1.509589759,22.846251633497875
StarLightCurves,Group   ,823600,1000,1024,907,50,7,1,1,1,4,4,2,2,222.7540741,0.0,1.053358249,2.346398344,33.20894426222706
StarLightCurves,Group   ,823600,1000,1024,907,100,7,1,1,1,4,4,2,2,331.5234375,0.0,1.289695736,4.27564382,53.74099422879634
StarLightCurves,Group   ,823600,1000,1024,907,200,7,1,1,1,4,4,2,2,369.2715149,0.0,2.174310681,8.029109803,75.67538391273229
StarLightCurves,Group   ,823600,1000,1024,907,300,7,1,1,1,4,4,2,2,426.7940063,0.0,2.692797888,11.492699901,109.11938316568177
StarLightCurves,Group   ,823600,1000,1024,907,400,7,1,1,1,4,4,2,2,489.6279297,0.0,3.127256823,15.311923047,206.92398514184055
StarLightCurves,Group   ,823600,1000,1024,907,500,7,1,1,1,4,4,2,2,510.3189392,0.0,3.652329425,18.638529137,249.80492917889862
StarLightCurves,Group   ,823600,1000,1024,907,700,7,1,1,1,4,4,2,2,510.9425659,0.0,4.821430763,24.634742374,240.390802081369
StarLightCurves,Group   ,823600,1000,1024,907,907,7,1,1,1,4,4,2,2,563.4702148,0.0,5.770688799,32.516113884,0.0

StarLightCurves,Baseline,823600,1000,1024,907,1,7,1,1,0,0,4,4,1,76.059288,0.4795399904251099,0.088390765,0.067229384,1.5825203432526997
StarLightCurves,Baseline,823600,1000,1024,907,3,7,1,1,0,0,4,4,1,143.7234039,0.1635699868202209,0.12945427,0.186056088,3.698859669365604
StarLightCurves,Baseline,823600,1000,1024,907,5,7,1,1,0,0,4,4,1,177.821579,0.0713199973106384,0.169302353,0.301056108,5.578408148817351
StarLightCurves,Baseline,823600,1000,1024,907,10,7,1,1,0,0,4,4,1,252.5817108,0.0171800255775452,0.223869155,0.56545254,9.688899339261065
StarLightCurves,Baseline,823600,1000,1024,907,20,7,1,1,0,0,4,4,1,331.7059631,0.0015000104904175,0.316104293,1.04853681,16.68858904904265
StarLightCurves,Baseline,823600,1000,1024,907,30,7,1,1,0,0,4,4,1,337.3489075,0.0,0.4474862,1.509589759,22.846251633497875
StarLightCurves,Baseline,823600,1000,1024,907,50,7,1,1,0,0,4,4,1,396.1675415,0.0,0.592274268,2.346398344,33.20894426222706
StarLightCurves,Baseline,823600,1000,1024,907,100,7,1,1,0,0,4,4,1,439.7464294,0.0,0.972297567,4.27564382,53.74099422879634
StarLightCurves,Baseline,823600,1000,1024,907,200,7,1,1,0,0,4,4,1,464.7401428,0.0,1.727655796,8.029109803,75.67538391273229
StarLightCurves,Baseline,823600,1000,1024,907,300,7,1,1,0,0,4,4,1,455.9424744,0.0,2.520646937,11.492699901,109.11938316568177
StarLightCurves,Baseline,823600,1000,1024,907,400,7,1,1,0,0,4,4,1,460.9787292,0.0,3.32161172,15.311923047,206.92398514184055
StarLightCurves,Baseline,823600,1000,1024,907,500,7,1,1,0,0,4,4,1,466.2424316,0.0,3.99760454,18.638529137,249.80492917889862
StarLightCurves,Baseline,823600,1000,1024,907,700,7,1,1,0,0,4,4,1,474.4430237,0.0,5.192350035,24.634742374,240.390802081369
StarLightCurves,Baseline,823600,1000,1024,907,907,7,1,1,0,0,4,4,1,483.489563,0.0,6.725297862,32.516113884,0.0

StarLightCurves,Dim     ,823600,1000,1024,907,10,7,0,0,0,4,4,1,1,32.8296852,0.0171800255775452,1.722381868,0.56545254,9.688899339261065
StarLightCurves,Dim     ,823600,1000,1024,907,20,7,0,0,0,4,4,1,1,53.0568008,0.0015000104904175,1.976253388,1.04853681,16.68858904904265
StarLightCurves,Dim     ,823600,1000,1024,907,30,7,0,0,0,4,4,1,1,75.2181931,0.0,2.006947744,1.509589759,22.846251633497875
StarLightCurves,Dim     ,823600,1000,1024,907,50,7,0,0,0,4,4,1,1,101.9266357,0.0,2.302046351,2.346398344,33.20894426222706
StarLightCurves,Dim     ,823600,1000,1024,907,100,7,0,0,0,4,4,1,1,164.2174377,0.0,2.603647853,4.27564382,53.74099422879634
StarLightCurves,Dim     ,823600,1000,1024,907,200,7,0,0,0,4,4,1,1,211.1557312,0.0,3.802458953,8.029109803,75.67538391273229
StarLightCurves,Dim     ,823600,1000,1024,907,300,7,0,0,0,4,4,1,1,262.1299133,0.0,4.384352605,11.492699901,109.11938316568177
StarLightCurves,Dim     ,823600,1000,1024,907,400,7,0,0,0,4,4,1,1,292.1242371,0.0,5.241578936,15.311923047,206.92398514184055
StarLightCurves,Dim     ,823600,1000,1024,907,500,7,0,0,0,4,4,1,1,314.7511902,0.0,5.921670515,18.638529137,249.80492917889862
StarLightCurves,Dim     ,823600,1000,1024,907,700,7,0,0,0,4,4,1,1,307.2060852,0.0,8.018962974,24.634742374,240.390802081369
StarLightCurves,Dim     ,823600,1000,1024,907,907,7,0,0,0,4,4,1,1,373.084198,0.0,8.715489119,32.516113884,0.0

dataset,mode,nb,nq,d,nlist,nprobe,divideIVF,orderOptimize,UnblockSend,cut,block,worker,group,team,average_time_speedup,average_recall,average_query_time,average_original_time,average_variance
fasion_mnist_784,Group   ,60000,10000,784,244,3,0,1,1,1,4,4,2,2,63.5051765,0.1733959913253784,0.458457121,0.291144001,61.14379081367006
fasion_mnist_784,Group   ,60000,10000,784,244,5,0,1,1,1,4,4,2,2,74.8860245,0.0740609765052795,0.623453335,0.466879426,101.84869766375122
fasion_mnist_784,Group   ,60000,10000,784,244,10,0,1,1,1,4,4,2,2,128.6047974,0.0144400000572205,0.693633771,0.892046312,204.26194050438932
fasion_mnist_784,Group   ,60000,10000,784,244,20,0,1,1,1,4,4,2,2,203.9810944,0.0015789866447449,0.835809929,1.704894251,405.4021468847161
fasion_mnist_784,Group   ,60000,10000,784,244,30,0,1,1,1,4,4,2,2,263.9051819,0.0002880096435547,0.94627858,2.49727828,588.8535992997105
fasion_mnist_784,Group   ,60000,10000,784,244,50,0,1,1,1,4,4,2,2,348.7953796,1.6987323761e-05,1.177840088,4.108251919,942.0933398153724
fasion_mnist_784,Group   ,60000,10000,784,244,100,0,1,1,1,4,4,2,2,511.3398132,2.0265579224e-06,1.531541317,7.831380679,1725.3419906446195
fasion_mnist_784,Group   ,60000,10000,784,244,200,0,1,1,1,4,4,2,2,373.4841614,2.0265579224e-06,2.551805214,9.530588503,1720.1098814610418
fasion_mnist_784,Group   ,60000,10000,784,244,244,0,1,1,1,4,4,2,2,663.7210693,2.0265579224e-06,2.727153469,18.100691639,0.0

fasion_mnist_784,Dim     ,60000,10000,784,244,3,0,0,0,0,4,4,1,1,59.5826721,0.1721839904785156,0.48863871,0.291144001,61.14379081367006
fasion_mnist_784,Dim     ,60000,10000,784,244,5,0,0,0,0,4,4,1,1,79.2770615,0.0729110240936279,0.588921224,0.466879426,101.84869766375122
fasion_mnist_784,Dim     ,60000,10000,784,244,10,0,0,0,0,4,4,1,1,151.042572,0.0144400000572205,0.590592631,0.892046312,204.26194050438932
fasion_mnist_784,Dim     ,60000,10000,784,244,20,0,0,0,0,4,4,1,1,218.7608185,0.0015789866447449,0.779341669,1.704894251,405.4021468847161
fasion_mnist_784,Dim     ,60000,10000,784,244,30,0,0,0,0,4,4,1,1,283.5315857,0.0002880096435547,0.880776076,2.49727828,588.8535992997105
fasion_mnist_784,Dim     ,60000,10000,784,244,50,0,0,0,0,4,4,1,1,381.3084412,1.6987323761e-05,1.07740908,4.108251919,942.0933398153724
fasion_mnist_784,Dim     ,60000,10000,784,244,100,0,0,0,0,4,4,1,1,488.9348755,2.0265579224e-06,1.601722629,7.831380679,1725.3419906446195
fasion_mnist_784,Dim     ,60000,10000,784,244,200,0,0,0,0,4,4,1,1,359.39151,2.0265579224e-06,2.651868072,9.530588503,1720.1098814610418
fasion_mnist_784,Dim     ,60000,10000,784,244,244,0,0,0,0,4,4,1,1,637.5134888,2.0265579224e-06,2.839264106,18.100691639,0.0

fasion_mnist_784,Baseline,60000,10000,784,244,1,0,1,1,0,0,4,4,1,73.3449631,0.5018100142478943,0.152930627,0.11216691,20.117883572875165
fasion_mnist_784,Baseline,60000,10000,784,244,3,0,1,1,0,0,4,4,1,158.3007507,0.1721839904785156,0.183918274,0.291144001,61.14379081367006
fasion_mnist_784,Baseline,60000,10000,784,244,5,0,1,1,0,0,4,4,1,219.8528442,0.0729110240936279,0.212359959,0.466879426,101.84869766375122
fasion_mnist_784,Baseline,60000,10000,784,244,10,0,1,1,0,0,4,4,1,310.1319275,0.0144410133361816,0.287634463,0.892046312,204.26194050438932
fasion_mnist_784,Baseline,60000,10000,784,244,20,0,1,1,0,0,4,4,1,445.3511658,0.0015789866447449,0.382820195,1.704894251,405.4021468847161
fasion_mnist_784,Baseline,60000,10000,784,244,30,0,1,1,0,0,4,4,1,472.9219055,0.0002880096435547,0.528052985,2.49727828,588.8535992997105
fasion_mnist_784,Baseline,60000,10000,784,244,50,0,1,1,0,0,4,4,1,541.7151489,1.6987323761e-05,0.758378608,4.108251919,942.0933398153724
fasion_mnist_784,Baseline,60000,10000,784,244,100,0,1,1,0,0,4,4,1,587.4797363,2.0265579224e-06,1.333046931,7.831380679,1725.3419906446195
fasion_mnist_784,Baseline,60000,10000,784,244,200,0,1,1,0,0,4,4,1,407.04776,2.0265579224e-06,2.341393236,9.530588503,1720.1098814610418
fasion_mnist_784,Baseline,60000,10000,784,244,244,0,1,1,0,0,4,4,1,620.9258118,2.0265579224e-06,2.9151453160000003,18.100691639,0.0

dataset,mode,nb,nq,d,nlist,nprobe,divideIVF,orderOptimize,UnblockSend,cut,block,worker,group,team,average_time_speedup,average_recall,average_query_time,average_original_time,average_variance
word2vec,Baseline,1000000,1000,300,1000,1,0,1,1,0,0,4,4,1,71.0558014,0.7213000059127808,0.075987611,0.053993608,1.8777646284878198
word2vec,Baseline,1000000,1000,300,1000,3,0,1,1,0,0,4,4,1,122.3729782,0.4290099740028381,0.122884966,0.150377995,5.975951807034591
word2vec,Baseline,1000000,1000,300,1000,5,0,1,1,0,0,4,4,1,164.2784729,0.2797799706459045,0.15469614,0.254132453,10.822569011098983
word2vec,Baseline,1000000,1000,300,1000,10,0,1,1,0,0,4,4,1,196.6661377,0.1267300248146057,0.250164753,0.491989361,23.037534590315865
word2vec,Baseline,1000000,1000,300,1000,20,0,1,1,0,0,4,4,1,271.2844543,0.0462499856948853,0.353341507,0.958560588,47.92446139499118
word2vec,Baseline,1000000,1000,300,1000,30,0,1,1,0,0,4,4,1,267.0449219,0.0226399898529053,0.549583605,1.467635067,72.50148963986878
word2vec,Baseline,1000000,1000,300,1000,50,0,1,1,0,0,4,4,1,330.9718933,0.0081700086593628,0.71508868,2.366742534,117.59482981832151
word2vec,Baseline,1000000,1000,300,1000,100,0,1,1,0,0,4,4,1,359.4048767,0.0018900036811829,1.096733613,3.941714157,209.88825121954778
word2vec,Baseline,1000000,1000,300,1000,200,0,1,1,0,0,4,4,1,436.4933167,0.0002800226211548,1.29858577,5.668240062,334.2866823551306
word2vec,Baseline,1000000,1000,300,1000,300,0,1,1,0,0,4,4,1,399.9404602,6.99758529663e-05,1.645720038,6.581900059,398.8695049762516
word2vec,Baseline,1000000,1000,300,1000,400,0,1,1,0,0,4,4,1,471.7299805,2.9981136322e-05,1.79449531,8.46517257,428.865335507546
word2vec,Baseline,1000000,1000,300,1000,500,0,1,1,0,0,4,4,1,692.7466431,2.00271606445e-05,1.704685416,11.80915087,443.5436573777152
word2vec,Baseline,1000000,1000,300,1000,700,0,1,1,0,0,4,4,1,454.9873962,0.0,2.04314662,9.296059455,415.61251424854856
word2vec,Baseline,1000000,1000,300,1000,1000,0,1,1,0,0,4,4,1,536.6710815,0.0,1.863366,10.000146033,0.0

word2vec,Group   ,1000000,1000,300,1000,3,0,1,1,1,4,4,2,2,53.8862648,0.4290099740028381,0.279065535,0.150377995,5.975951807034591
word2vec,Group   ,1000000,1000,300,1000,5,0,1,1,1,4,4,2,2,77.6201248,0.2798500061035156,0.327405368,0.254132453,10.822569011098983
word2vec,Group   ,1000000,1000,300,1000,10,0,1,1,1,4,4,2,2,132.6085663,0.1267300248146057,0.371008715,0.491989361,23.037534590315865
word2vec,Group   ,1000000,1000,300,1000,20,0,1,1,1,4,4,2,2,179.3716431,0.0462499856948853,0.534399174,0.958560588,47.92446139499118
word2vec,Group   ,1000000,1000,300,1000,30,0,1,1,1,4,4,2,2,239.9801178,0.0226399898529053,0.611565293,1.467635067,72.50148963986878
word2vec,Group   ,1000000,1000,300,1000,50,0,1,1,1,4,4,2,2,306.9647522,0.0081700086593628,0.771014405,2.366742534,117.59482981832151
word2vec,Group   ,1000000,1000,300,1000,100,0,1,1,1,4,4,2,2,342.0525208,0.0018900036811829,1.152371023,3.941714157,209.88825121954778
word2vec,Group   ,1000000,1000,300,1000,200,0,1,1,1,4,4,2,2,339.7139587,0.0002800226211548,1.668533196,5.668240062,334.2866823551306
word2vec,Group   ,1000000,1000,300,1000,300,0,1,1,1,4,4,2,2,348.2496033,6.99758529663e-05,1.889995051,6.581900059,398.8695049762516
word2vec,Group   ,1000000,1000,300,1000,400,0,1,1,1,4,4,2,2,404.5689697,2.9981136322e-05,2.092392957,8.46517257,428.865335507546
word2vec,Group   ,1000000,1000,300,1000,500,0,1,1,1,4,4,2,2,530.0643921,2.00271606445e-05,2.227870935,11.80915087,443.5436573777152
word2vec,Group   ,1000000,1000,300,1000,700,0,1,1,1,4,4,2,2,398.6221619,0.0,2.332047821,9.296059455,415.61251424854856
word2vec,Group   ,1000000,1000,300,1000,1000,0,1,1,1,4,4,2,2,407.6263428,0.0,2.453263037,10.000146033,0.0

word2vec,Dim     ,1000000,1000,300,1000,3,0,0,0,0,4,4,1,1,24.2190323,0.4290099740028381,0.620908374,0.150377995,5.975951807034591
word2vec,Dim     ,1000000,1000,300,1000,5,0,0,0,0,4,4,1,1,34.7667656,0.2797799706459045,0.730963717,0.254132453,10.822569011098983
word2vec,Dim     ,1000000,1000,300,1000,10,0,0,0,0,4,4,1,1,64.2444229,0.1267300248146057,0.765808711,0.491989361,23.037534590315865
word2vec,Dim     ,1000000,1000,300,1000,20,0,0,0,0,4,4,1,1,108.6690674,0.0462499856948853,0.882091489,0.958560588,47.92446139499118
word2vec,Dim     ,1000000,1000,300,1000,30,0,0,0,0,4,4,1,1,149.9983826,0.0226399898529053,0.97843388,1.467635067,72.50148963986878
word2vec,Dim     ,1000000,1000,300,1000,50,0,0,0,0,4,4,1,1,197.8644867,0.0081700086593628,1.196143152,2.366742534,117.59482981832151
word2vec,Dim     ,1000000,1000,300,1000,100,0,0,0,0,4,4,1,1,248.5656433,0.0018900036811829,1.585783993,3.941714157,209.88825121954778
word2vec,Dim     ,1000000,1000,300,1000,200,0,0,0,0,4,4,1,1,226.997345,0.0002800226211548,2.49705122,5.668240062,334.2866823551306
word2vec,Dim     ,1000000,1000,300,1000,300,0,0,0,0,4,4,1,1,243.1082458,6.99758529663e-05,2.707394751,6.581900059,398.8695049762516
word2vec,Dim     ,1000000,1000,300,1000,400,0,0,0,0,4,4,1,1,294.705719,2.9981136322e-05,2.872415551,8.46517257,428.865335507546
word2vec,Dim     ,1000000,1000,300,1000,500,0,0,0,0,4,4,1,1,362.045105,2.00271606445e-05,3.26179001,11.80915087,443.5436573777152
word2vec,Dim     ,1000000,1000,300,1000,700,0,0,0,0,4,4,1,1,261.0879822,0.0,3.560508529,9.296059455,415.61251424854856
word2vec,Dim     ,1000000,1000,300,1000,1000,0,0,0,0,4,4,1,1,342.0169373,0.0,2.923874535,10.000146033,0.0

