dataset,mode,nb,nq,d,nlist,nprobe,divideIVF,orderOptimize,cut,block,worker,group,team,average_time_speedup,average_recall,average_query_time,average_original_time
nuswide,Dim     ,268643,200,500,518,40,12,0,0,2,2,1,1,1.5810463333333333,0.0084499716758728,0.17080752366666666,0.0026982960000000006
nuswide,Dim     ,268643,200,500,518,50,12,0,0,2,2,1,1,1.9877596999999998,0.0069000124931335,0.17186262966666666,0.0034127929999999995
nuswide,Dim     ,268643,200,500,518,70,12,0,0,2,2,1,1,2.712816033333333,0.006500005722045901,0.23005919166666666,0.006232692000000001
nuswide,Dim     ,268643,200,500,518,100,12,0,0,2,2,1,1,4.719310433333333,0.0062500238418579,0.2451913276666667,0.011568781
nuswide,Dim     ,268643,200,500,518,200,12,0,0,2,2,1,1,28.02058286666666,0.0060999989509583,0.22814850666666667,0.063890219
nuswide,Dim     ,268643,200,500,518,300,12,0,0,2,2,1,1,45.16281,0.0060499906539917,0.39379430266666665,0.177833091
nuswide,Dim     ,268643,200,500,518,400,12,0,0,2,2,1,1,79.16820273333333,0.0059000253677368,0.44804806533333336,0.354658836
nuswide,Dim     ,268643,200,500,518,500,12,0,0,2,2,1,1,111.98619843333331,0.0057500004768372,0.594132586,0.665054491
nuswide,Dim     ,268643,200,500,518,516,12,0,0,2,2,1,1,104.41728466666666,0.0019999742507935,0.6302429083333334,0.657550591
nuswide,Dim     ,268643,200,500,518,518,12,0,0,2,2,1,1,175.06340536666667,0.0,0.6240130993333333,1.091452495

dataset,mode,nb,nq,d,nlist,nprobe,divideIVF,orderOptimize,cut,block,worker,group,team,average_time_speedup,average_recall,average_query_time,average_original_time
glove25,Baseline,1183514,10000,25,1087,1,113,1,0,0,5,5,1,54.52721405,0.6421929895877838,0.0469404105,0.024959893
glove25,Baseline,1183514,10000,25,1087,3,113,1,0,0,5,5,1,80.8327179,0.3953269720077515,0.0678326245,0.054703033
glove25,Baseline,1183514,10000,25,1087,5,113,1,0,0,5,5,1,100.34253315000001,0.2883089780807495,0.0751212365,0.07489645
glove25,Baseline,1183514,10000,25,1087,10,113,1,0,0,5,5,1,161.27888485,0.1685619950294495,0.08020918099999999,0.129205554
glove25,Baseline,1183514,10000,25,1087,20,113,1,0,0,5,5,1,234.88180540000002,0.0849180221557617,0.09781975700000001,0.229546896
glove25,Baseline,1183514,10000,25,1087,30,113,1,0,0,5,5,1,350.73762515,0.052823007106781,0.098498196,0.327208305
glove25,Baseline,1183514,10000,25,1087,50,113,1,0,0,5,5,1,413.38938905,0.0260360240936279,0.1275651825,0.52322182
glove25,Baseline,1183514,10000,25,1087,100,113,1,0,0,5,5,1,473.57429505,0.0076760053634644,0.21248483299999998,0.999657417
glove25,Baseline,1183514,10000,25,1087,200,113,1,0,0,5,5,1,588.9106445499999,0.0014839768409729,0.342684049,2.002896857
glove25,Baseline,1183514,10000,25,1087,300,113,1,0,0,5,5,1,752.51727295,0.0004230141639709,0.41208120550000005,3.100975123
glove25,Baseline,1183514,10000,25,1087,400,113,1,0,0,5,5,1,880.18395995,0.0001270174980164,0.48991687,4.308047006
glove25,Baseline,1183514,10000,25,1087,500,113,1,0,0,5,5,1,813.0173035,4.89950180054e-05,0.6765531585,5.500477983
glove25,Baseline,1183514,10000,25,1087,700,113,1,0,0,5,5,1,960.33322145,1.10268592834e-05,0.7906311914999999,7.585435264
glove25,Baseline,1183514,10000,25,1087,1087,113,1,0,0,5,5,1,610.1084595,1.0132789612e-06,1.071018073,6.528895398

glove25,Group   ,1183514,10000,25,1087,3,113,1,1,1,5,5,5,63.92764285,0.3953269720077515,0.08557780300000001,0.054703033
glove25,Group   ,1183514,10000,25,1087,5,113,1,1,1,5,5,5,74.41820905,0.2883089780807495,0.101845091,0.07489645
glove25,Group   ,1183514,10000,25,1087,10,113,1,1,1,5,5,5,119.8659668,0.1685619950294495,0.10799229599999999,0.129205554
glove25,Group   ,1183514,10000,25,1087,20,113,1,1,1,5,5,5,136.25974275,0.0849170088768005,0.170142945,0.229546896
glove25,Group   ,1183514,10000,25,1087,30,113,1,1,1,5,5,5,208.49011230000002,0.0528219938278198,0.156949243,0.327208305
glove25,Group   ,1183514,10000,25,1087,50,113,1,1,1,5,5,5,278.68740845,0.0260350108146667,0.18914850300000002,0.52322182
glove25,Group   ,1183514,10000,25,1087,100,113,1,1,1,5,5,5,322.1758881,0.0076760053634644,0.310303769,0.999657417
glove25,Group   ,1183514,10000,25,1087,200,113,1,1,1,5,5,5,446.9530487,0.0014839768409729,0.450253445,2.002896857
glove25,Group   ,1183514,10000,25,1087,300,113,1,1,1,5,5,5,620.31018065,0.0004230141639709,0.50001528,3.100975123
glove25,Group   ,1183514,10000,25,1087,400,113,1,1,1,5,5,5,647.14624025,0.0001270174980164,0.666432047,4.308047006
glove25,Group   ,1183514,10000,25,1087,500,113,1,1,1,5,5,5,680.7513733000001,4.89950180054e-05,0.8080446195,5.500477983
glove25,Group   ,1183514,10000,25,1087,700,113,1,1,1,5,5,5,743.894043,1.10268592834e-05,1.019693194,7.585435264
glove25,Group   ,1183514,10000,25,1087,1087,113,1,1,1,5,5,5,489.4667358,1.0132789612e-06,1.336421454,6.528895398

glove25,Dim     ,1183514,10000,25,1087,3,113,0,0,5,5,1,1,34.1276321,0.3953269720077515,0.16028957,0.054703033
glove25,Dim     ,1183514,10000,25,1087,5,113,0,0,5,5,1,1,40.6678734,0.2883089780807495,0.184166135,0.07489645
glove25,Dim     ,1183514,10000,25,1087,10,113,0,0,5,5,1,1,51.9626465,0.1685619950294495,0.248650839,0.129205554
glove25,Dim     ,1183514,10000,25,1087,20,113,0,0,5,5,1,1,63.9779968,0.0849170088768005,0.358790367,0.229546896
glove25,Dim     ,1183514,10000,25,1087,30,113,0,0,5,5,1,1,71.9017029,0.0528219938278198,0.455077259,0.327208305
glove25,Dim     ,1183514,10000,25,1087,50,113,0,0,5,5,1,1,76.8685989,0.0260350108146667,0.680670452,0.52322182
glove25,Dim     ,1183514,10000,25,1087,100,113,0,0,5,5,1,1,83.8288422,0.0076749920845032,1.192498173,0.999657417
glove25,Dim     ,1183514,10000,25,1087,200,113,0,0,5,5,1,1,92.8815689,0.0014830231666565,2.156398522,2.002896857
glove25,Dim     ,1183514,10000,25,1087,300,113,0,0,5,5,1,1,109.2340317,0.0004220008850098,2.838836159,3.100975123
glove25,Dim     ,1183514,10000,25,1087,400,113,0,0,5,5,1,1,106.1805496,0.0001260042190552,4.057284558,4.308047006
glove25,Dim     ,1183514,10000,25,1087,500,113,0,0,5,5,1,1,102.4545593,4.79817390442e-05,5.368699982,5.500477983
glove25,Dim     ,1183514,10000,25,1087,700,113,0,0,5,5,1,1,122.8859787,1.00135803223e-05,6.172742792,7.585435264


dataset,mode,nb,nq,d,nlist,nprobe,divideIVF,orderOptimize,cut,block,worker,group,team,average_time_speedup,average_recall,average_query_time,average_original_time
glove1.2m,Baseline,1193514,1000,200,1092,1,62,1,0,0,8,8,1,45.90808105,0.8743100017309189,0.058513505,0.026809089
glove1.2m,Baseline,1193514,1000,200,1092,3,62,1,0,0,8,8,1,105.0475426,0.7942000031471252,0.0707551985,0.074282123
glove1.2m,Baseline,1193514,1000,200,1092,5,62,1,0,0,8,8,1,152.6535416,0.7549799978733063,0.0790342865,0.120118982
glove1.2m,Baseline,1193514,1000,200,1092,10,62,1,0,0,8,8,1,279.7287903,0.6768699884414673,0.082644371,0.231143559
glove1.2m,Baseline,1193514,1000,200,1092,20,62,1,0,0,8,8,1,424.60528565,0.5387600064277649,0.10994152,0.466809905
glove1.2m,Baseline,1193514,1000,200,1092,30,62,1,0,0,8,8,1,526.9038086,0.4409499764442444,0.135472069,0.697709146
glove1.2m,Baseline,1193514,1000,200,1092,50,62,1,0,0,8,8,1,676.8664245499999,0.3004500269889832,0.1738196535,1.176525422
glove1.2m,Baseline,1193514,1000,200,1092,100,62,1,0,0,8,8,1,725.0153198,0.1060000061988831,0.32200083599999996,2.32421448
glove1.2m,Baseline,1193514,1000,200,1092,200,62,1,0,0,8,8,1,750.28427125,0.0065900087356567,0.5765694164999999,4.298742853
glove1.2m,Baseline,1193514,1000,200,1092,300,62,1,0,0,8,8,1,830.23831175,0.000249981880188,0.706651413,5.866889126
glove1.2m,Baseline,1193514,1000,200,1092,400,62,1,0,0,8,8,1,889.2264404,1.00135803223e-05,0.8043937155,7.151055578
glove1.2m,Baseline,1193514,1000,200,1092,500,62,1,0,0,8,8,1,849.18606565,0.0,0.916131491,7.779525543
glove1.2m,Baseline,1193514,1000,200,1092,700,62,1,0,0,8,8,1,862.63256835,0.0,0.8665306755,7.444405934
glove1.2m,Baseline,1193514,1000,200,1092,900,62,1,0,0,8,8,1,1228.7286987500001,0.0,0.8577095335,10.536111889
glove1.2m,Baseline,1193514,1000,200,1092,1092,62,1,0,0,8,8,1,913.0707092,0.0,0.9039949195,8.182767524

glove1.2m,Group   ,1193514,1000,200,1092,1,62,1,1,2,8,4,4,15.3593121,0.8743100017309189,0.17454616,0.026809089
glove1.2m,Group   ,1193514,1000,200,1092,5,62,1,1,2,8,4,4,52.1835098,0.7549799978733063,0.230185716,0.120118982
glove1.2m,Group   ,1193514,1000,200,1092,10,62,1,1,2,8,4,4,98.2716522,0.6768699884414673,0.235208776,0.231143559
glove1.2m,Group   ,1193514,1000,200,1092,20,62,1,1,2,8,4,4,184.7107697,0.5387600064277649,0.252724785,0.466809905
glove1.2m,Group   ,1193514,1000,200,1092,30,62,1,1,2,8,4,4,237.3395081,0.4409499764442444,0.29397092,0.697709146
glove1.2m,Group   ,1193514,1000,200,1092,50,62,1,1,2,8,4,4,312.7270813,0.3004500269889832,0.376214744,1.176525422
glove1.2m,Group   ,1193514,1000,200,1092,100,62,1,1,2,8,4,4,580.5474854,0.1060000061988831,0.400348745,2.32421448
glove1.2m,Group   ,1193514,1000,200,1092,200,62,1,1,2,8,4,4,602.4802856,0.0065900087356567,0.71350764,4.298742853
glove1.2m,Group   ,1193514,1000,200,1092,300,62,1,1,2,8,4,4,596.2444458,0.000249981880188,0.983973829,5.866889126
glove1.2m,Group   ,1193514,1000,200,1092,400,62,1,1,2,8,4,4,748.2347412,1.00135803223e-05,0.955723567,7.151055578
glove1.2m,Group   ,1193514,1000,200,1092,500,62,1,1,2,8,4,4,753.420166,0.0,1.032561376,7.779525543
glove1.2m,Group   ,1193514,1000,200,1092,700,62,1,1,2,8,4,4,714.9175415,0.0,1.041295703,7.444405934
glove1.2m,Group   ,1193514,1000,200,1092,900,62,1,1,2,8,4,4,1120.2105713,0.0,0.940547434,10.536111889
glove1.2m,Group   ,1193514,1000,200,1092,1092,62,1,1,2,8,4,4,798.0158081,0.0,1.025389148,8.182767524

glove1.2m,Dim     ,1193514,1000,200,1092,1,62,0,0,8,8,1,1,19.6629796,0.8743100017309189,0.1436150155,0.026809089
glove1.2m,Dim     ,1193514,1000,200,1092,3,62,0,0,8,8,1,1,42.42766285,0.7942000031471252,0.19666316150000002,0.074282123
glove1.2m,Dim     ,1193514,1000,200,1092,5,62,0,0,8,8,1,1,102.79500965,0.7549799978733063,0.129064553,0.120118982
glove1.2m,Dim     ,1193514,1000,200,1092,10,62,0,0,8,8,1,1,172.19792174999998,0.6768699884414673,0.1377398055,0.231143559
glove1.2m,Dim     ,1193514,1000,200,1092,20,62,0,0,8,8,1,1,197.11135865,0.5387600064277649,0.23960409700000002,0.466809905
glove1.2m,Dim     ,1193514,1000,200,1092,30,62,0,0,8,8,1,1,208.54554745000002,0.4409499764442444,0.3435948735,0.697709146
glove1.2m,Dim     ,1193514,1000,200,1092,50,62,0,0,8,8,1,1,298.91133115,0.3004500269889832,0.393756728,1.176525422
glove1.2m,Dim     ,1193514,1000,200,1092,100,62,0,0,8,8,1,1,443.70329285,0.1060000061988831,0.525835069,2.32421448
glove1.2m,Dim     ,1193514,1000,200,1092,200,62,0,0,8,8,1,1,466.847641,0.0065900087356567,0.9213705034999999,4.298742853
glove1.2m,Dim     ,1193514,1000,200,1092,300,62,0,0,8,8,1,1,482.84472655,0.000249981880188,1.216297019,5.866889126
glove1.2m,Dim     ,1193514,1000,200,1092,400,62,0,0,8,8,1,1,512.76463315,1.00135803223e-05,1.3948907154999999,7.151055578
glove1.2m,Dim     ,1193514,1000,200,1092,500,62,0,0,8,8,1,1,533.2654723999999,0.0,1.459197467,7.779525543
glove1.2m,Dim     ,1193514,1000,200,1092,700,62,0,0,8,8,1,1,512.2945862,0.0,1.4539688565,7.444405934
glove1.2m,Dim     ,1193514,1000,200,1092,900,62,0,0,8,8,1,1,726.9877929500001,0.0,1.449703132,10.536111889
glove1.2m,Dim     ,1193514,1000,200,1092,1092,62,0,0,8,8,1,1,560.85339355,0.0,1.459502742,8.182767524


dataset,mode,nb,nq,d,nlist,nprobe,divideIVF,orderOptimize,UnblockSend,cut,block,worker,group,team,average_time_speedup,average_recall,average_query_time,average_original_time,average_variance
glove2.2m,Baseline,2196017,1000,300,1481,1,0,1,1,0,0,4,4,1,54.1014252,0.7660100013017654,0.10808464,0.058475331,1.1628913863969879
glove2.2m,Baseline,2196017,1000,300,1481,3,0,1,1,0,0,4,4,1,145.4765015,0.6781100034713745,0.127454281,0.185416032,3.3019365937004177
glove2.2m,Baseline,2196017,1000,300,1481,5,0,1,1,0,0,4,4,1,223.5308685,0.6344799995422363,0.13754115,0.307446924,5.696553197048642
glove2.2m,Baseline,2196017,1000,300,1481,10,0,1,1,0,0,4,4,1,339.4382324,0.570609986782074,0.182584619,0.619762026,12.23178289294066
glove2.2m,Baseline,2196017,1000,300,1481,20,0,1,1,0,0,4,4,1,446.3150635,0.4855300188064575,0.279361682,1.246833281,27.488211474536673
glove2.2m,Baseline,2196017,1000,300,1481,30,0,1,1,0,0,4,4,1,481.9506226,0.4285600185394287,0.389031546,1.874939985,43.842102807730654
glove2.2m,Baseline,2196017,1000,300,1481,50,0,1,1,0,0,4,4,1,551.5619507,0.3475800156593323,0.562729628,3.103802383,75.0948685803712
glove2.2m,Baseline,2196017,1000,300,1481,100,0,1,1,0,0,4,4,1,553.2349854,0.2186800241470337,1.037457226,5.739576326,137.90412843946265
glove2.2m,Baseline,2196017,1000,300,1481,200,0,1,1,0,0,4,4,1,476.6407471,0.0897899866104126,2.05052351,9.773630531,232.22423641935444
glove2.2m,Baseline,2196017,1000,300,1481,300,0,1,1,0,0,4,4,1,508.8671875,0.0202699899673462,2.541239478,12.93153385,305.09169522025076
glove2.2m,Baseline,2196017,1000,300,1481,400,0,1,1,0,0,4,4,1,477.9753723,0.0035099983215332,3.196635258,15.279129641,362.5115487124418
glove2.2m,Baseline,2196017,1000,300,1481,500,0,1,1,0,0,4,4,1,466.2514954,0.0009700059890747,3.710398597,17.299789377,407.41902872792417
glove2.2m,Baseline,2196017,1000,300,1481,700,0,1,1,0,0,4,4,1,431.0622253,6.99758529663e-05,4.442346724,19.149279232,459.6371093788518
glove2.2m,Baseline,2196017,1000,300,1481,1481,0,1,1,0,0,4,4,1,424.8132324,2.00271606445e-05,4.882009671,20.739423475,0.0

glove2.2m,Group   ,2196017,1000,300,1481,10,0,1,1,1,2,4,2,2,114.7556229,0.570609986782074,0.54007116,0.619762026,12.23178289294066
glove2.2m,Group   ,2196017,1000,300,1481,20,0,1,1,1,2,4,2,2,218.2466278,0.4855300188064575,0.571295534,1.246833281,27.488211474536673
glove2.2m,Group   ,2196017,1000,300,1481,30,0,1,1,1,2,4,2,2,277.6379089,0.4285600185394287,0.675318439,1.874939985,43.842102807730654
glove2.2m,Group   ,2196017,1000,300,1481,50,0,1,1,1,2,4,2,2,355.9696045,0.3475800156593323,0.871929065,3.103802383,75.0948685803712
glove2.2m,Group   ,2196017,1000,300,1481,100,0,1,1,1,2,4,2,2,484.4341125,0.2186800241470337,1.184800166,5.739576326,137.90412843946265
glove2.2m,Group   ,2196017,1000,300,1481,200,0,1,1,1,2,4,2,2,448.1658936,0.0897799730300903,2.180806383,9.773630531,232.22423641935444
glove2.2m,Group   ,2196017,1000,300,1481,300,0,1,1,1,2,4,2,2,466.4098511,0.0202599763870239,2.772568763,12.93153385,305.09169522025076
glove2.2m,Group   ,2196017,1000,300,1481,400,0,1,1,1,2,4,2,2,457.5314331,0.0035099983215332,3.339471003,15.279129641,362.5115487124418
glove2.2m,Group   ,2196017,1000,300,1481,500,0,1,1,1,2,4,2,2,471.5468445,0.0009700059890747,3.668731947,17.299789377,407.41902872792417
glove2.2m,Group   ,2196017,1000,300,1481,700,0,1,1,1,2,4,2,2,404.1200562,6.99758529663e-05,4.738512295,19.149279232,459.6371093788518
glove2.2m,Group   ,2196017,1000,300,1481,1481,0,1,1,1,2,4,2,2,368.4581909,2.00271606445e-05,5.628704656,20.739423475,0.0

glove2.2m,Dim     ,2196017,1000,300,1481,5,0,0,0,0,8,4,1,1,24.5590668,0.6344799995422363,1.251867284,0.307446924,5.696553197048642
glove2.2m,Dim     ,2196017,1000,300,1481,10,0,0,0,0,8,4,1,1,45.6487503,0.570609986782074,1.357675728,0.619762026,12.23178289294066
glove2.2m,Dim     ,2196017,1000,300,1481,20,0,0,0,0,8,4,1,1,82.6350327,0.4855300188064575,1.508843388,1.246833281,27.488211474536673
glove2.2m,Dim     ,2196017,1000,300,1481,30,0,0,0,0,8,4,1,1,113.3750381,0.4285500049591064,1.653750205,1.874939985,43.842102807730654
glove2.2m,Dim     ,2196017,1000,300,1481,50,0,0,0,0,8,4,1,1,159.0760651,0.34757000207901,1.951143601,3.103802383,75.0948685803712
glove2.2m,Dim     ,2196017,1000,300,1481,100,0,0,0,0,8,4,1,1,110.1035767,0.2186700105667114,5.212888338,5.739576326,137.90412843946265
glove2.2m,Dim     ,2196017,1000,300,1481,200,0,0,0,0,8,4,1,1,208.7023315,0.0897700190544128,4.683048249,9.773630531,232.22423641935444
glove2.2m,Dim     ,2196017,1000,300,1481,300,0,0,0,0,8,4,1,1,206.8456116,0.0202500224113464,6.251780768,12.93153385,305.09169522025076
glove2.2m,Dim     ,2196017,1000,300,1481,400,0,0,0,0,8,4,1,1,209.8135529,0.0035099983215332,7.28224171,15.279129641,362.5115487124418
glove2.2m,Dim     ,2196017,1000,300,1481,500,0,0,0,0,8,4,1,1,216.8378143,0.0009700059890747,7.978215998,17.299789377,407.41902872792417
glove2.2m,Dim     ,2196017,1000,300,1481,700,0,0,0,0,8,4,1,1,201.9417877,6.99758529663e-05,9.482573938,19.149279232,459.6371093788518
glove2.2m,Dim     ,2196017,1000,300,1481,1481,0,0,0,0,8,4,1,1,223.6645508,2.00271606445e-05,9.27255725,20.739423475,0.0

dataset,mode,nb,nq,d,nlist,nprobe,divideIVF,orderOptimize,UnblockSend,cut,block,worker,group,team,average_time_speedup,average_recall,average_query_time,average_original_time,average_variance
deep1M,Baseline,1000000,1000,256,1000,1,7,1,1,0,0,4,4,1,38.2258568,0.7025800049304962,0.030473362,0.011648704,1.0714476188783097
deep1M,Baseline,1000000,1000,256,1000,3,7,1,1,0,0,4,4,1,70.5630493,0.4606800079345703,0.043794325,0.030902611,1.9328735085359312
deep1M,Baseline,1000000,1000,256,1000,5,7,1,1,0,0,4,4,1,109.5913086,0.3476700186729431,0.046683111,0.051160631,2.772002886001384
deep1M,Baseline,1000000,1000,256,1000,10,7,1,1,0,0,4,4,1,165.9625397,0.210070013999939,0.058861443,0.097687949,4.686576575710675
deep1M,Baseline,1000000,1000,256,1000,20,7,1,1,0,0,4,4,1,321.3208008,0.1085799932479858,0.07815361,0.251123797,8.528657573147136
deep1M,Baseline,1000000,1000,256,1000,30,7,1,1,0,0,4,4,1,272.5126953,0.0683900117874146,0.100975182,0.275170201,12.507757592790163
deep1M,Baseline,1000000,1000,256,1000,50,7,1,1,0,0,4,4,1,329.8381348,0.0343700051307678,0.135663011,0.447468343,20.627263512157885
deep1M,Baseline,1000000,1000,256,1000,100,7,1,1,0,0,4,4,1,376.5194702,0.0102499723434448,0.229807953,0.865271714,42.21416823769006
deep1M,Baseline,1000000,1000,256,1000,200,7,1,1,0,0,4,4,1,414.1094055,0.0021299719810486,0.404520517,1.675157485,85.28861588746766
deep1M,Baseline,1000000,1000,256,1000,300,7,1,1,0,0,4,4,1,464.1396484,0.0006899833679199,0.535105423,2.483636374,124.65013437618109
deep1M,Baseline,1000000,1000,256,1000,400,7,1,1,0,0,4,4,1,453.6463013,0.0001699924468994,0.72052598,3.268639526,158.02043538732576
deep1M,Baseline,1000000,1000,256,1000,500,7,1,1,0,0,4,4,1,446.8621216,2.9981136322e-05,0.8919187,3.985646798,182.5602147238001
deep1M,Baseline,1000000,1000,256,1000,700,7,1,1,0,0,4,4,1,439.6902771,0.0,1.215982346,5.346555973,196.81647796869044
deep1M,Baseline,1000000,1000,256,1000,1000,7,1,1,0,0,4,4,1,502.9072571,0.0,1.71159411,8.607731194,0.0

deep1M,Group   ,1000000,1000,256,1000,10,7,1,1,1,4,4,2,2,23.6445045,0.210070013999939,0.413152865,0.097687949,4.686576575710675
deep1M,Group   ,1000000,1000,256,1000,20,7,1,1,1,4,4,2,2,68.1769867,0.1086000204086304,0.368341013,0.251123797,8.53346354067327
deep1M,Group   ,1000000,1000,256,1000,30,7,1,1,1,4,4,2,2,89.9117432,0.0681099891662598,0.306044776,0.275170201,12.512074168578126
deep1M,Group   ,1000000,1000,256,1000,50,7,1,1,1,4,4,2,2,131.6158752,0.0344200134277344,0.339980521,0.447468343,20.65744417879424
deep1M,Group   ,1000000,1000,256,1000,100,7,1,1,1,4,4,2,2,188.1430664,0.0102999806404114,0.459900917,0.865271714,42.2342751802372
deep1M,Group   ,1000000,1000,256,1000,200,7,1,1,1,4,4,2,2,276.2710571,0.0021299719810486,0.606345648,1.675157485,85.28861588746766
deep1M,Group   ,1000000,1000,256,1000,300,7,1,1,1,4,4,2,2,305.9655457,0.0006300210952759,0.811737245,2.483636374,124.61077000002848
deep1M,Group   ,1000000,1000,256,1000,400,7,1,1,1,4,4,2,2,329.124939,0.0001599788665771,0.993130302,3.268639526,158.08282006593885
deep1M,Group   ,1000000,1000,256,1000,500,7,1,1,1,4,4,2,2,354.6619568,2.9981136322e-05,1.123787511,3.985646798,182.50987918466222
deep1M,Group   ,1000000,1000,256,1000,700,7,1,1,1,4,4,2,2,358.1975098,0.0,1.492627909,5.346555973,196.87657046992666
deep1M,Group   ,1000000,1000,256,1000,1000,7,1,1,1,4,4,2,2,407.0726013,0.0,2.114544427,8.607731194,0.0

deep1M,Dim     ,1000000,1000,256,1000,10,7,0,0,0,4,4,1,1,9.9176483,0.2100600004196167,0.984991068,0.097687949,4.686576575710675
deep1M,Dim     ,1000000,1000,256,1000,20,7,0,0,0,4,4,1,1,24.7723484,0.1085799932479858,1.013726208,0.251123797,8.528657573147136
deep1M,Dim     ,1000000,1000,256,1000,30,7,0,0,0,4,4,1,1,27.0084591,0.0681099891662598,1.018829681,0.275170201,12.512074168578126
deep1M,Dim     ,1000000,1000,256,1000,50,7,0,0,0,4,4,1,1,40.7727509,0.0344799757003784,1.097469089,0.447468343,20.644515010045648
deep1M,Dim     ,1000000,1000,256,1000,100,7,0,0,0,4,4,1,1,73.2348022,0.0102800130844116,1.181503438,0.865271714,42.23178897465747
deep1M,Dim     ,1000000,1000,256,1000,200,7,0,0,0,4,4,1,1,120.8591843,0.0021299719810486,1.386040713,1.675157485,85.28861588746766
deep1M,Dim     ,1000000,1000,256,1000,300,7,0,0,0,4,4,1,1,146.2440643,0.0006300210952759,1.69828177,2.483636374,124.61077000002848
deep1M,Dim     ,1000000,1000,256,1000,400,7,0,0,0,4,4,1,1,169.6757355,0.0001599788665771,1.926403634,3.268639526,158.1581992816054
deep1M,Dim     ,1000000,1000,256,1000,500,7,0,0,0,4,4,1,1,184.1092072,2.9981136322e-05,2.164827532,3.985646798,182.47349944580995
deep1M,Dim     ,1000000,1000,256,1000,700,7,0,0,0,4,4,1,1,206.9673615,0.0,2.58328463,5.346555973,196.86487243792376
deep1M,Dim     ,1000000,1000,256,1000,1000,7,0,0,0,4,4,1,1,246.0957336,0.0,3.49771661,8.607731194,0.0



dataset,mode,nb,nq,d,nlist,nprobe,divideIVF,orderOptimize,UnblockSend,cut,block,worker,group,team,average_time_speedup,average_recall,average_query_time,average_original_time,average_variance
HandOutlines,Group   ,500000,370,2712,707,10,232,1,1,1,5,4,2,2,8.7676096,0.0014864802360535,1.080672533,0.094749153,16.34279585220454
HandOutlines,Group   ,500000,370,2712,707,20,232,1,1,1,5,4,2,2,14.8410997,2.70009040833e-05,1.22989249,0.182529574,29.697007618663847
HandOutlines,Group   ,500000,370,2712,707,30,232,1,1,1,5,4,2,2,53.2827492,2.70009040833e-05,1.234380969,0.657712135,43.44699464503606
HandOutlines,Group   ,500000,370,2712,707,50,232,1,1,1,5,4,2,2,53.19664,2.70009040833e-05,1.431697599,0.761614991,70.09749026005481
HandOutlines,Group   ,500000,370,2712,707,100,232,1,1,1,5,4,2,2,55.7873459,2.70009040833e-05,1.810057792,1.00978318,122.09031149659968
HandOutlines,Group   ,500000,370,2712,707,200,232,1,1,1,5,4,2,2,89.1791992,2.70009040833e-05,1.822772639,1.62553401,166.05676713905328
HandOutlines,Group   ,500000,370,2712,707,300,232,1,1,1,5,4,2,2,127.7756271,2.70009040833e-05,1.879542992,2.401597914,182.32998125119963
HandOutlines,Group   ,500000,370,2712,707,400,232,1,1,1,5,4,2,2,153.9545288,2.70009040833e-05,1.993164027,3.068566269,182.83956823655288
HandOutlines,Group   ,500000,370,2712,707,500,232,1,1,1,5,4,2,2,192.0840759,2.70009040833e-05,1.864296401,3.581016389,167.7709868642907
HandOutlines,Group   ,500000,370,2712,707,700,232,1,1,1,5,4,2,2,460.894928,2.70009040833e-05,2.447207513,11.279055354,35.61379119556447
HandOutlines,Group   ,500000,370,2712,707,707,232,1,1,1,5,4,2,2,144.4434052,2.70009040833e-05,7.139624079,10.312715995,0.0

HandOutlines,Baseline,500000,370,2712,707,1,232,1,1,0,0,4,4,1,14.4939079,0.383783757686615,0.084834396,0.012295819,2.3068574122642143
HandOutlines,Baseline,500000,370,2712,707,3,232,1,1,0,0,4,4,1,22.3418941,0.0957837700843811,0.148178009,0.033105773,5.904387204448407
HandOutlines,Baseline,500000,370,2712,707,5,232,1,1,0,0,4,4,1,38.4943428,0.0302972793579102,0.13525187,0.052064321,9.125180283829712
HandOutlines,Baseline,500000,370,2712,707,10,232,1,1,0,0,4,4,1,49.2937622,0.0014864802360535,0.192213271,0.094749153,16.34279585220454
HandOutlines,Baseline,500000,370,2712,707,20,232,1,1,0,0,4,4,1,58.6199226,2.70009040833e-05,0.31137805,0.182529574,29.697007618663847
HandOutlines,Baseline,500000,370,2712,707,30,232,1,1,0,0,4,4,1,156.2770691,2.70009040833e-05,0.420862853,0.657712135,43.44699464503606
HandOutlines,Baseline,500000,370,2712,707,50,232,1,1,0,0,4,4,1,117.5581284,2.70009040833e-05,0.647862486,0.761614991,70.09749026005481
HandOutlines,Baseline,500000,370,2712,707,100,232,1,1,0,0,4,4,1,93.1469574,2.70009040833e-05,1.084075368,1.00978318,122.09031149659968
HandOutlines,Baseline,500000,370,2712,707,200,232,1,1,0,0,4,4,1,151.7102203,2.70009040833e-05,1.071473024,1.62553401,166.05676713905328
HandOutlines,Baseline,500000,370,2712,707,300,232,1,1,0,0,4,4,1,226.6418152,2.70009040833e-05,1.059644682,2.401597914,182.32998125119963
HandOutlines,Baseline,500000,370,2712,707,400,232,1,1,0,0,4,4,1,286.6525879,2.70009040833e-05,1.070482724,3.068566269,182.83956823655288
HandOutlines,Baseline,500000,370,2712,707,500,232,1,1,0,0,4,4,1,334.0619812,2.70009040833e-05,1.071961632,3.581016389,167.7709868642907
