dataset,mode,nb,nq,d,nlist,nprobe,divideIVF,orderOptimize,UnblockSend,cut,block,worker,group,team,ratio,average_time_speedup,average_recall,average_query_time,average_original_time,average_variance
deep1MHard,Group   ,1000000,1000,256,1000,1000,232,1,1,1,4,4,2,2,1.0000000000000000,423.6343689,0.2462800145149231,2.031877424,8.607731194,1000.4864866653622

deep1MHard,Baseline,1000000,1000,256,1000,1000,232,1,1,0,0,4,4,1,0.0000000000000000,380.2808228,0.1680099964141846,2.26351975,8.607731194,31.08343610349409
deep1MHard,Baseline,1000000,1000,256,1000,1000,232,1,1,0,0,4,4,1,0.1000000014901161,418.5357971,0.1687800288200378,2.056629587,8.607731194,104.83046312976013
deep1MHard,Baseline,1000000,1000,256,1000,1000,232,1,1,0,0,4,4,1,0.2000000029802322,399.3746338,0.1698200106620789,2.155302432,8.607731194,202.46141854684313
deep1MHard,Baseline,1000000,1000,256,1000,1000,232,1,1,0,0,4,4,1,0.3000000119209290,349.2933655,0.1736900210380554,2.464327164,8.607731194,301.6686659233935
deep1MHard,Baseline,1000000,1000,256,1000,1000,232,1,1,0,0,4,4,1,0.4000000059604645,294.9727173,0.178820013999939,2.918144896,8.607731194,401.25903852748286
deep1MHard,Baseline,1000000,1000,256,1000,1000,232,1,1,0,0,4,4,1,0.5000000000000000,314.0110779,0.1837000250816345,2.741219019,8.607731194,500.98857871212994
deep1MHard,Baseline,1000000,1000,256,1000,1000,232,1,1,0,0,4,4,1,0.6000000238418579,316.696991,0.1978600025177002,2.717970709,8.607731194,600.8279404288719
deep1MHard,Baseline,1000000,1000,256,1000,1000,232,1,1,0,0,4,4,1,0.6999999880790710,271.3596802,0.2116299867630005,3.172074601,8.607731194,700.6970543680058
deep1MHard,Baseline,1000000,1000,256,1000,1000,232,1,1,0,0,4,4,1,0.8000000119209290,261.561554,0.2182599902153015,3.290900911,8.607731194,800.6076629660748
deep1MHard,Baseline,1000000,1000,256,1000,1000,232,1,1,0,0,4,4,1,0.8999999761581421,234.5250397,0.2294899821281433,3.6702824,8.607731194,900.5464330060944
deep1MHard,Baseline,1000000,1000,256,1000,1000,232,1,1,0,0,4,4,1,1.0000000000000000,242.1435242,0.2462800145149231,3.554805529,8.607731194,1000.4864866653622

deep1MHard,Dim     ,1000000,1000,256,1000,1000,232,0,0,0,8,4,1,1,0.0000000000000000,275.2823792,0.1680099964141846,3.126873364,8.607731194,31.08343610349409
deep1MHard,Dim     ,1000000,1000,256,1000,1000,232,0,0,0,8,4,1,1,0.1000000014901161,259.6791992,0.1687800288200378,3.314755847,8.607731194,104.83046312976013
deep1MHard,Dim     ,1000000,1000,256,1000,1000,232,0,0,0,8,4,1,1,0.2000000029802322,269.4452209,0.1698200106620789,3.19461275,8.607731194,202.46141854684313
deep1MHard,Dim     ,1000000,1000,256,1000,1000,232,0,0,0,8,4,1,1,0.3000000119209290,255.7925262,0.1736900210380554,3.365122246,8.607731194,301.6686659233935
deep1MHard,Dim     ,1000000,1000,256,1000,1000,232,0,0,0,8,4,1,1,0.4000000059604645,294.7570496,0.178820013999939,2.920280056,8.607731194,401.25903852748286
deep1MHard,Dim     ,1000000,1000,256,1000,1000,232,0,0,0,8,4,1,1,0.5000000000000000,258.9966125,0.1837000250816345,3.3234919,8.607731194,500.98857871212994
deep1MHard,Dim     ,1000000,1000,256,1000,1000,232,0,0,0,8,4,1,1,0.6000000238418579,288.8978577,0.1978600025177002,2.979506907,8.607731194,600.8279404288719
deep1MHard,Dim     ,1000000,1000,256,1000,1000,232,0,0,0,8,4,1,1,0.6999999880790710,268.27948,0.2116299867630005,3.208493883,8.607731194,700.6970543680058
deep1MHard,Dim     ,1000000,1000,256,1000,1000,232,0,0,0,8,4,1,1,0.8000000119209290,271.6742554,0.2182599902153015,3.16840141,8.607731194,800.6076629660748
deep1MHard,Dim     ,1000000,1000,256,1000,1000,232,0,0,0,8,4,1,1,0.8999999761581421,290.4220886,0.2294899821281433,2.963869266,8.607731194,900.5464330060944
deep1MHard,Dim     ,1000000,1000,256,1000,1000,232,0,0,0,8,4,1,1,1.0000000000000000,278.2325134,0.2462800145149231,3.093718806,8.607731194,1000.4864866653622


word2vecHard,Baseline,1000000,1000,300,1000,1000,232,1,1,0,0,4,4,1,0.0000000000000000,388.9045105,0.2324000000953674,2.558927004,9.951782874,31.08343610349409
word2vecHard,Baseline,1000000,1000,300,1000,1000,232,1,1,0,0,4,4,1,0.1000000014901161,407.791687,0.2386000156402588,2.440408494,9.951782874,104.83046312976013
word2vecHard,Baseline,1000000,1000,300,1000,1000,232,1,1,0,0,4,4,1,0.2000000029802322,376.3475037,0.2462800145149231,2.644306947,9.951782874,202.46141854684313
word2vecHard,Baseline,1000000,1000,300,1000,1000,232,1,1,0,0,4,4,1,0.3000000119209290,341.1089172,0.251259982585907,2.917479664,9.951782874,301.6686659233935
word2vecHard,Baseline,1000000,1000,300,1000,1000,232,1,1,0,0,4,4,1,0.4000000059604645,298.9504089,0.2627599835395813,3.328907759,9.951782874,401.25903852748286
word2vecHard,Baseline,1000000,1000,300,1000,1000,232,1,1,0,0,4,4,1,0.5000000000000000,295.6815796,0.2757099866867065,3.365709345,9.951782874,500.98857871212994
word2vecHard,Baseline,1000000,1000,300,1000,1000,232,1,1,0,0,4,4,1,0.6000000238418579,287.4505615,0.2927600145339966,3.462085026,9.951782874,600.8279404288719
word2vecHard,Baseline,1000000,1000,300,1000,1000,232,1,1,0,0,4,4,1,0.6999999880790710,264.5260315,0.3066099882125854,3.762118442,9.951782874,700.6970543680058
word2vecHard,Baseline,1000000,1000,300,1000,1000,232,1,1,0,0,4,4,1,0.8000000119209290,235.6376801,0.3237400054931641,4.223340925,9.951782874,800.6076629660748
word2vecHard,Baseline,1000000,1000,300,1000,1000,232,1,1,0,0,4,4,1,0.8999999761581421,235.4842529,0.3459200263023376,4.226092845,9.951782874,900.5464330060944
word2vecHard,Baseline,1000000,1000,300,1000,1000,232,1,1,0,0,4,4,1,1.0000000000000000,229.8032227,0.367929995059967,4.330567277,9.951782874,1000.4864866653622

word2vecHard,Group   ,1000000,1000,300,1000,1000,232,1,1,1,4,4,2,2,0.0000000000000000,378.8871765,0.2324000000953674,2.626582122,9.951782874,31.08343610349409
word2vecHard,Group   ,1000000,1000,300,1000,1000,232,1,1,1,4,4,2,2,0.1000000014901161,378.681488,0.2386000156402588,2.628008908,9.951782874,104.83046312976013
word2vecHard,Group   ,1000000,1000,300,1000,1000,232,1,1,1,4,4,2,2,0.2000000029802322,382.1566162,0.2462800145149231,2.604111104,9.951782874,202.46141854684313
word2vecHard,Group   ,1000000,1000,300,1000,1000,232,1,1,1,4,4,2,2,0.3000000119209290,379.3589783,0.251259982585907,2.623315475,9.951782874,301.6686659233935
word2vecHard,Group   ,1000000,1000,300,1000,1000,232,1,1,1,4,4,2,2,0.4000000059604645,378.7421875,0.2627599835395813,2.627587629,9.951782874,401.25903852748286
word2vecHard,Group   ,1000000,1000,300,1000,1000,232,1,1,1,4,4,2,2,0.5000000000000000,392.269928,0.2757099866867065,2.536973205,9.951782874,500.98857871212994
word2vecHard,Group   ,1000000,1000,300,1000,1000,232,1,1,1,4,4,2,2,0.6000000238418579,380.6005249,0.2927600145339966,2.614758056,9.951782874,600.8279404288719
word2vecHard,Group   ,1000000,1000,300,1000,1000,232,1,1,1,4,4,2,2,0.6999999880790710,375.1885071,0.3066099882125854,2.652475422,9.951782874,700.6970543680058
word2vecHard,Group   ,1000000,1000,300,1000,1000,232,1,1,1,4,4,2,2,0.8000000119209290,393.9547424,0.3237400054931641,2.526123398,9.951782874,800.6076629660748
word2vecHard,Group   ,1000000,1000,300,1000,1000,232,1,1,1,4,4,2,2,0.8999999761581421,379.6592102,0.3459200263023376,2.621240936,9.951782874,900.5464330060944
word2vecHard,Group   ,1000000,1000,300,1000,1000,232,1,1,1,4,4,2,2,1.0000000000000000,376.3110046,0.367929995059967,2.644563329,9.951782874,1000.4864866653622

word2vecHard,Dim     ,1000000,1000,300,1000,1000,232,0,0,0,8,4,1,1,0.0000000000000000,315.0170593,0.2324000000953674,3.159125112,9.951782874,31.08343610349409
word2vecHard,Dim     ,1000000,1000,300,1000,1000,232,0,0,0,8,4,1,1,0.1000000014901161,278.797821,0.2386000156402588,3.569533768,9.951782874,104.83046312976013
word2vecHard,Dim     ,1000000,1000,300,1000,1000,232,0,0,0,8,4,1,1,0.2000000029802322,265.0378723,0.2462800145149231,3.754853165,9.951782874,202.46141854684313
word2vecHard,Dim     ,1000000,1000,300,1000,1000,232,0,0,0,8,4,1,1,0.3000000119209290,294.2335205,0.251259982585907,3.382273489,9.951782874,301.6686659233935
word2vecHard,Dim     ,1000000,1000,300,1000,1000,232,0,0,0,8,4,1,1,0.4000000059604645,278.2313538,0.2627599835395813,3.576801527,9.951782874,401.25903852748286
word2vecHard,Dim     ,1000000,1000,300,1000,1000,232,0,0,0,8,4,1,1,0.5000000000000000,276.6017456,0.2757099866867065,3.597874239,9.951782874,500.98857871212994
word2vecHard,Dim     ,1000000,1000,300,1000,1000,232,0,0,0,8,4,1,1,0.6000000238418579,274.0636292,0.2927600145339966,3.631194168,9.951782874,600.8279404288719
word2vecHard,Dim     ,1000000,1000,300,1000,1000,232,0,0,0,8,4,1,1,0.6999999880790710,275.1632996,0.3066099882125854,3.616682342,9.951782874,700.6970543680058
word2vecHard,Dim     ,1000000,1000,300,1000,1000,232,0,0,0,8,4,1,1,0.8000000119209290,276.3456421,0.3237400054931641,3.601208458,9.951782874,800.6076629660748
word2vecHard,Dim     ,1000000,1000,300,1000,1000,232,0,0,0,8,4,1,1,0.8999999761581421,289.0114136,0.3459200263023376,3.443387577,9.951782874,900.5464330060944
word2vecHard,Dim     ,1000000,1000,300,1000,1000,232,0,0,0,8,4,1,1,1.0000000000000000,285.5150452,0.367929995059967,3.485554712,9.951782874,1000.4864866653622

StarLightCurvesHard,Group   ,823600,1000,1024,907,907,232,1,1,1,4,4,2,2,0.0000000000000000,575.9851685,0.2939000129699707,6.013444707,34.636550797,30.904911603024182
StarLightCurvesHard,Group   ,823600,1000,1024,907,907,232,1,1,1,4,4,2,2,0.1000000014901161,575.8557129,0.2981500029563904,6.014796502,34.636550797,108.17991058428666
StarLightCurvesHard,Group   ,823600,1000,1024,907,907,232,1,1,1,4,4,2,2,0.2000000029802322,593.1802979,0.3036999702453613,5.839126902,34.636550797,205.18150729818578
StarLightCurvesHard,Group   ,823600,1000,1024,907,907,232,1,1,1,4,4,2,2,0.3000000119209290,586.4435425,0.3082600235939026,5.906203852,34.636550797,303.70885277628275
StarLightCurvesHard,Group   ,823600,1000,1024,907,907,232,1,1,1,4,4,2,2,0.4000000059604645,598.8347168,0.3236700296401978,5.783991826,34.636550797,404.75692407350675
StarLightCurvesHard,Group   ,823600,1000,1024,907,907,232,1,1,1,4,4,2,2,0.5000000000000000,603.9893799,0.342769980430603,5.734629018,34.636550797,505.9282124166173
StarLightCurvesHard,Group   ,823600,1000,1024,907,907,232,1,1,1,4,4,2,2,0.6000000238418579,570.7945557,0.3601599931716919,6.068129305,34.636550797,602.7869526238795
StarLightCurvesHard,Group   ,823600,1000,1024,907,907,232,1,1,1,4,4,2,2,0.6999999880790710,573.6970215,0.3756499886512756,6.037429232,34.636550797,704.1113786306037
StarLightCurvesHard,Group   ,823600,1000,1024,907,907,232,1,1,1,4,4,2,2,0.8000000119209290,574.8676758,0.4043999910354614,6.025134711,34.636550797,805.4480273779657
StarLightCurvesHard,Group   ,823600,1000,1024,907,907,232,1,1,1,4,4,2,2,0.8999999761581421,549.921875,0.4321900010108948,6.298449076,34.636550797,902.403604053419
StarLightCurvesHard,Group   ,823600,1000,1024,907,907,232,1,1,1,4,4,2,2,1.0000000000000000,535.1922607,0.4632200002670288,6.471796078,34.636550797,1003.7819959929562

StarLightCurvesHard,Baseline,823600,1000,1024,907,907,232,1,1,0,0,4,4,1,0.0000000000000000,486.7073669,0.2939000129699707,7.116504125,34.636550797,30.904911603024182
StarLightCurvesHard,Baseline,823600,1000,1024,907,907,232,1,1,0,0,4,4,1,0.1000000014901161,448.7154541,0.2981500029563904,7.719045405,34.636550797,108.17991058428666
StarLightCurvesHard,Baseline,823600,1000,1024,907,907,232,1,1,0,0,4,4,1,0.2000000029802322,417.3653259,0.3036999702453613,8.298857099,34.636550797,205.18150729818578
StarLightCurvesHard,Baseline,823600,1000,1024,907,907,232,1,1,0,0,4,4,1,0.3000000119209290,394.4737549,0.3082600235939026,8.780444627,34.636550797,303.70885277628275
StarLightCurvesHard,Baseline,823600,1000,1024,907,907,232,1,1,0,0,4,4,1,0.4000000059604645,363.0047607,0.3236700296401978,9.541624154,34.636550797,404.75692407350675
StarLightCurvesHard,Baseline,823600,1000,1024,907,907,232,1,1,0,0,4,4,1,0.5000000000000000,337.8072815,0.342769980430603,10.253346258,34.636550797,505.9282124166173
StarLightCurvesHard,Baseline,823600,1000,1024,907,907,232,1,1,0,0,4,4,1,0.6000000238418579,324.8581238,0.3601599931716919,10.662054632,34.636550797,602.7869526238795
StarLightCurvesHard,Baseline,823600,1000,1024,907,907,232,1,1,0,0,4,4,1,0.6999999880790710,285.1950989,0.3756499886512756,12.144862319,34.636550797,704.1113786306037
StarLightCurvesHard,Baseline,823600,1000,1024,907,907,232,1,1,0,0,4,4,1,0.8000000119209290,270.5502625,0.4043999910354614,12.802260475,34.636550797,805.4480273779657
StarLightCurvesHard,Baseline,823600,1000,1024,907,907,232,1,1,0,0,4,4,1,0.8999999761581421,260.0756531,0.4321900010108948,13.317875258,34.636550797,902.403604053419
StarLightCurvesHard,Baseline,823600,1000,1024,907,907,232,1,1,0,0,4,4,1,1.0000000000000000,252.0864868,0.4632200002670288,13.739947815,34.636550797,1003.7819959929562

StarLightCurvesHard,Dim     ,823600,1000,1024,907,907,232,0,0,0,8,4,1,1,0.0000000000000000,326.5726624,0.2939000129699707,10.606077894,34.636550797,30.904911603024182
StarLightCurvesHard,Dim     ,823600,1000,1024,907,907,232,0,0,0,8,4,1,1,0.1000000014901161,323.7809448,0.2981500029563904,10.697525763,34.636550797,108.17991058428666
StarLightCurvesHard,Dim     ,823600,1000,1024,907,907,232,0,0,0,8,4,1,1,0.2000000029802322,329.8125,0.3036999702453613,10.501891575,34.636550797,205.18150729818578
StarLightCurvesHard,Dim     ,823600,1000,1024,907,907,232,0,0,0,8,4,1,1,0.3000000119209290,321.1777649,0.3082600235939026,10.784230523,34.636550797,303.70885277628275
StarLightCurvesHard,Dim     ,823600,1000,1024,907,907,232,0,0,0,8,4,1,1,0.4000000059604645,315.9672241,0.3236700296401978,10.962070522,34.636550797,404.75692407350675
StarLightCurvesHard,Dim     ,823600,1000,1024,907,907,232,0,0,0,8,4,1,1,0.5000000000000000,339.9457703,0.342769980430603,10.188846043,34.636550797,505.9282124166173
StarLightCurvesHard,Dim     ,823600,1000,1024,907,907,232,0,0,0,8,4,1,1,0.6000000238418579,337.5899658,0.3601599931716919,10.259946505,34.636550797,602.7869526238795
StarLightCurvesHard,Dim     ,823600,1000,1024,907,907,232,0,0,0,8,4,1,1,0.6999999880790710,281.6863708,0.3756499886512756,12.296139471,34.636550797,704.1113786306037
StarLightCurvesHard,Dim     ,823600,1000,1024,907,907,232,0,0,0,8,4,1,1,0.8000000119209290,339.1972351,0.4043999910354614,10.211330308,34.636550797,805.4480273779657
StarLightCurvesHard,Dim     ,823600,1000,1024,907,907,232,0,0,0,8,4,1,1,0.8999999761581421,322.2233276,0.4321900010108948,10.749237481,34.636550797,902.403604053419
StarLightCurvesHard,Dim     ,823600,1000,1024,907,907,232,0,0,0,8,4,1,1,1.0000000000000000,337.2845764,0.4632200002670288,10.269236402,34.636550797,1003.7819959929562


HandOutlinesHard,Dim     ,600000,370,2712,774,774,232,0,0,0,10,4,1,1,0.0000000000000000,76.299118,0.2699459195137024,19.731456602,15.054927931,19.14253620883241
HandOutlinesHard,Dim     ,600000,370,2712,774,774,232,0,0,0,10,4,1,1,0.1000000014901161,72.5785828,0.261810839176178,20.742934628,15.054927931,42.67538670581622
HandOutlinesHard,Dim     ,600000,370,2712,774,774,232,0,0,0,10,4,1,1,0.2000000029802322,61.366127,0.2502162456512451,24.532961344,15.054927931,77.01659272881108
HandOutlinesHard,Dim     ,600000,370,2712,774,774,232,0,0,0,10,4,1,1,0.3000000119209290,67.8572845,0.2461891770362854,22.186164469,15.054927931,114.41202345519072
HandOutlinesHard,Dim     ,600000,370,2712,774,774,232,0,0,0,10,4,1,1,0.4000000059604645,67.3529892,0.237135112285614,22.352278117,15.054927931,150.35252288189548
HandOutlinesHard,Dim     ,600000,370,2712,774,774,232,0,0,0,10,4,1,1,0.5000000000000000,66.1164246,0.2372702956199646,22.770330962,15.054927931,186.450026556986
HandOutlinesHard,Dim     ,600000,370,2712,774,774,232,0,0,0,10,4,1,1,0.6000000238418579,64.0034637,0.2502702474594116,23.522053082,15.054927931,224.524055904009
HandOutlinesHard,Dim     ,600000,370,2712,774,774,232,0,0,0,10,4,1,1,0.6999999880790710,60.8798943,0.2554864883422852,24.728899237,15.054927931,260.7230405544723
HandOutlinesHard,Dim     ,600000,370,2712,774,774,232,0,0,0,10,4,1,1,0.8000000119209290,58.0639839,0.2683783769607544,25.928168647,15.054927931,296.9859139335322
HandOutlinesHard,Dim     ,600000,370,2712,774,774,232,0,0,0,10,4,1,1,0.8999999761581421,51.0255013,0.2703783512115479,29.504713853,15.054927931,335.14671475853186
HandOutlinesHard,Dim     ,600000,370,2712,774,774,232,0,0,0,10,4,1,1,1.0000000000000000,51.1667328,0.281000018119812,29.423272868,15.054927931,371.41613205736604

HandOutlinesHard,Group   ,600000,370,2712,774,774,232,1,1,1,5,4,2,2,0.0000000000000000,64.2119751,0.2699459195137024,23.445669506,15.054927931,19.14253620883241
HandOutlinesHard,Group   ,600000,370,2712,774,774,232,1,1,1,5,4,2,2,0.1000000014901161,54.3047295,0.261810839176178,27.723051031,15.054927931,42.67538670581622
HandOutlinesHard,Group   ,600000,370,2712,774,774,232,1,1,1,5,4,2,2,0.2000000029802322,53.1284103,0.2502162456512451,28.33686818,15.054927931,77.01659272881108
HandOutlinesHard,Group   ,600000,370,2712,774,774,232,1,1,1,5,4,2,2,0.3000000119209290,50.2244606,0.2461891770362854,29.975290008,15.054927931,114.41202345519072
HandOutlinesHard,Group   ,600000,370,2712,774,774,232,1,1,1,5,4,2,2,0.4000000059604645,50.2574539,0.237135112285614,29.955611783,15.054927931,150.35252288189548
HandOutlinesHard,Group   ,600000,370,2712,774,774,232,1,1,1,5,4,2,2,0.5000000000000000,49.9415665,0.2372702956199646,30.145084828,15.054927931,186.450026556986
HandOutlinesHard,Group   ,600000,370,2712,774,774,232,1,1,1,5,4,2,2,0.6000000238418579,48.4231834,0.2502702474594116,31.090331399,15.054927931,224.524055904009
HandOutlinesHard,Group   ,600000,370,2712,774,774,232,1,1,1,5,4,2,2,0.6999999880790710,48.6717529,0.2554864883422852,30.931549658,15.054927931,260.7230405544723
HandOutlinesHard,Group   ,600000,370,2712,774,774,232,1,1,1,5,4,2,2,0.8000000119209290,45.0995789,0.2683783769607544,33.381526098,15.054927931,296.9859139335322
HandOutlinesHard,Group   ,600000,370,2712,774,774,232,1,1,1,5,4,2,2,0.8999999761581421,42.0238075,0.2703783512115479,35.824758441,15.054927931,335.14671475853186
HandOutlinesHard,Group   ,600000,370,2712,774,774,232,1,1,1,5,4,2,2,1.0000000000000000,40.1256638,0.281000018119812,37.519449068,15.054927931,371.41613205736604

HandOutlinesHard,Baseline,600000,370,2712,774,774,232,1,1,0,0,4,4,1,0.0000000000000000,64.1066437,0.2699459195137024,23.484193932,15.054927931,19.14253620883241
HandOutlinesHard,Baseline,600000,370,2712,774,774,232,1,1,0,0,4,4,1,0.1000000014901161,60.0304298,0.261810839176178,25.078827635,15.054927931,42.67538670581622
HandOutlinesHard,Baseline,600000,370,2712,774,774,232,1,1,0,0,4,4,1,0.2000000029802322,60.0996361,0.2502162456512451,25.049948597,15.054927931,77.01659272881108
HandOutlinesHard,Baseline,600000,370,2712,774,774,232,1,1,0,0,4,4,1,0.3000000119209290,50.3835411,0.2461891770362854,29.880647434,15.054927931,114.41202345519072
HandOutlinesHard,Baseline,600000,370,2712,774,774,232,1,1,0,0,4,4,1,0.4000000059604645,49.4030952,0.237135112285614,30.473653728,15.054927931,150.35252288189548
HandOutlinesHard,Baseline,600000,370,2712,774,774,232,1,1,0,0,4,4,1,0.5000000000000000,50.7182388,0.2372702956199646,29.683458967,15.054927931,186.450026556986
HandOutlinesHard,Baseline,600000,370,2712,774,774,232,1,1,0,0,4,4,1,0.6000000238418579,40.1320076,0.2502702474594116,37.51351891,15.054927931,224.524055904009
HandOutlinesHard,Baseline,600000,370,2712,774,774,232,1,1,0,0,4,4,1,0.6999999880790710,40.8927231,0.2554864883422852,36.815664638,15.054927931,260.7230405544723
HandOutlinesHard,Baseline,600000,370,2712,774,774,232,1,1,0,0,4,4,1,0.8000000119209290,34.7428169,0.2683783769607544,43.332492615,15.054927931,296.9859139335322
HandOutlinesHard,Baseline,600000,370,2712,774,774,232,1,1,0,0,4,4,1,0.8999999761581421,38.7508812,0.2703783512115479,38.850544095,15.054927931,335.14671475853186
HandOutlinesHard,Baseline,600000,370,2712,774,774,232,1,1,0,0,4,4,1,1.0000000000000000,33.6270523,0.281000018119812,44.77028758,15.054927931,371.41613205736604
