dataset,mode,train_time,add_time,preSearch_time
msong,Baseline,8.6423267690000003,8.8639579279999996,2.0157077229999998
msong,Group   ,8.2409449049999992,8.8196246800000004,24.5122489600000009
msong,Dim     ,8.6916509659999992,8.8479541380000004,31.5047085160000009
glove2.2m,Baseline,14.0007843689999998,19.3722948600000002,2.7737193210000002
glove2.2m,Dim     ,13.9453962550000004,19.2911563010000009,80.0200170789999987
glove2.2m,Group   ,13.8011466089999999,19.3051816239999994,82.6444261989999944
glove1.2m,Baseline,8.9138421339999994,4.9748169339999997,1.4193934870000000
glove1.2m,Group   ,9.1911068339999993,5.4654960250000002,31.3226944719999985
glove1.2m,Dim     ,9.5339060250000003,5.1473361710000001,36.0731526240000022
sift1m,Baseline,11.6265890049999996,2.3028586430000000,1.1531005919999999
sift1m,Group   ,12.0161699750000004,2.4187621469999998,23.5418278839999999
sift1m,Dim     ,11.9836268680000000,2.2918557910000001,29.3625040069999983
sift1m,Baseline,12.7216029689999992,2.2623697610000000,1.1612754190000001
sift1m,Dim     ,10.7058783930000008,2.2600036609999998,24.2353728669999988
sift1m,Group   ,12.2822556469999995,2.2974700870000002,27.0324043819999993
word2vec,Baseline,9.0047898479999997,6.3365386829999997,1.6673735230000000
word2vec,Group   ,8.1857908290000001,6.1575461290000000,21.2139301459999992
word2vec,Dim     ,8.4364440060000003,6.6639383160000003,23.1707714100000004
deep1M,Baseline,8.1035235140000008,5.2478515569999997,1.4953895269999999
deep1M,Group   ,8.7781650819999992,5.4487141609999998,26.6569543829999986
deep1M,Dim     ,8.8433360980000000,5.4087032060000002,28.0837976349999998
StarLightCurves,Baseline,16.7502276750000014,16.9324713110000005,2.9599452110000000
StarLightCurves,Group   ,16.9659469160000000,16.9732307549999994,19.9220214039999988
StarLightCurves,Dim     ,16.7557061109999985,16.8554259960000010,22.9551548220000008
HandOutlines,Baseline,25.1481188829999986,24.2802827980000018,4.8678277249999997
HandOutlines,Dim     ,25.5610391909999990,23.7119592929999996,13.4107184180000001
HandOutlines,Group   ,25.1009865689999998,24.1887699390000002,15.1207031720000007

faiss:

deep1M
train: 11.41s 
add: 4.78s

word2vec
train: 12.79s
add: 5.23s

glove2.2m
train: 28.01s
add: 16.32s

glove1.2m 
train: 10.93s
add: 4.97s

msong 
train: 18.61s
add: 7.54s

sift1m
train: 6.44s
add: 2.80s

StarLightCurves
train: 35.15s
add: 12.96s

HandOutlines
train: 59.43s
add: 19.57s
